Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Custom Product Type,Collection
Säädettävä jarrukahva,Säädettävä jarrukahva,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Mukautuu helposti jokaiselle kuljettajalle. Muoto ja koko on optimoitu yhdellä tai kahdella sormella ajamiseen. Kokonaissäätöalue 20 mm. Jopa 15,5 mm lähempänä tai 4,5 mm kauempana kuin tavallinen vipu.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202222,,shopify,10000,deny,manual,105.26,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146368/ab14e81ce7c6cfb751c5f23dc43050ec__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Säädettävä jarrukahva,Säädettävä jarrukahva,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146368/ab14e81ce7c6cfb751c5f23dc43050ec__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Säädettävä ohjaustangon koroke, 150-210 mm | 860201589","Säädettävä ohjaustangon koroke, 150-210 mm | 860201589","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Suoralle ohjaustangolle. Säädettävä pituus 150-210 mm. Voit hetkessä muuttaa ohjaustangon korkeutta muuttuvien ajo-olosuhteiden mukaan. Muutokseen ei tarvita työkaluja – käännä vain vipua.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201589,,shopify,10000,deny,manual,184.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-708/e5109e603fbfbbdaeb8c61bcad7f2411__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Säädettävä ohjaustangon koroke, 150-210 mm | 860201589","Säädettävä ohjaustangon koroke, 150-210 mm | 860201589",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-708/e5109e603fbfbbdaeb8c61bcad7f2411__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Säädettävä tmotion-rajoitinremmi REV Gen4 (kapea) tMotion- ja cMotion-telastoilla (ei Freeride 146"" 2020 ja aiempi ja Backcountry X-RS)","Säädettävä tmotion-rajoitinremmi REV Gen4 (kapea) tMotion- ja cMotion-telastoilla (ei Freeride 146"" 2020 ja aiempi ja Backcountry X-RS)","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<ul>
<li><span style=""font-weight: 400;""> Voit muuttaa rajoitinremmin pituutta nopeasti vivulla ja säätää näin <span style=""color: #333333;""><span style=""caret-color: #333333; font-size: 14.300000190734863px;"">ajo- ja käsiteltävyysominaisuuksia lumi- ja maasto-olojen mukaan.</span></span></span></li>
<li><span style=""background-color: transparent;"">Lyhentäminen laskee etupäätä ja parantaa telamaton tulokulmaa.</span></li>
<li><span style=""background-color: transparent;"">Pidennys lisää painon jakautumista ja nostaa etupäätä.</span></li>
<li><span style=""background-color: transparent;"">Säätö vastaa kahta reikää tavanomaisessa hihnassa (34 mm).</span></li>
<li><span style=""background-color: transparent;"">Kapea ja huomaamaton rakenne.</span></li>
<li><span style=""background-color: transparent;"">Valittavana 2 asetusta: reiät 3–5 tai 2–4 (verrattuna tavanomaisen hihnan reikien sijaintiin).</span></li>
<li><span style=""font-weight: 400;"">Patentti US 9022156.</span></li>
</ul>
<p><br/><br/></p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201861,,shopify,10000,deny,manual,169.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-274/71cacef934d59d6e47dbb48d2ce6cc0d__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Säädettävä tmotion-rajoitinremmi REV Gen4 (kapea) tMotion- ja cMotion-telastoilla (ei Freeride 146"" 2020 ja aiempi ja Backcountry X-RS)","Säädettävä tmotion-rajoitinremmi REV Gen4 (kapea) tMotion- ja cMotion-telastoilla (ei Freeride 146"" 2020 ja aiempi ja Backcountry X-RS)",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-274/71cacef934d59d6e47dbb48d2ce6cc0d__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Säädettävä tuulilasi,Säädettävä tuulilasi,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Säädettävä alue 44–54 cm (17–21""). Vivun ansiosta tuulensuojan kokoa voi muuttaa nopeasti. Yhteensopiva hansikaslokeron jatkeen (860202436) kanssa. Sisältää tuulilasin kiinnitysreunuksen (517307974). Asennukseen tarvitaan sivuilmanohjaimet (860202437).</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202615,,shopify,10000,deny,manual,234.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146320/645474fec4bedd1497c68bc5ca0b5a4c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Säädettävä tuulilasi,Säädettävä tuulilasi,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146320/645474fec4bedd1497c68bc5ca0b5a4c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Säädettävä tuulilasi | Korkea–ultrakorkea | 860201782 | Radien & Radien-X,Säädettävä tuulilasi | Korkea–ultrakorkea | 860201782 | Radien & Radien-X,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>860201782</p>
<p><strong>Sopivuus: Radien, Radien-X, REV Gen4 MXZ, Renegade ja Backcountry<br/></strong></p>
<p>Korkea–ultrakorkea<br/>Korkeus säädettävissä korkeasta ultrakorkeaan. Kätevä säätövipu, säätöalue 10 cm ulottuu korkeasta (58,5 cm) ultrakorkeaan asentoon (68,5 cm). Yhteensopiva hansikaslokeron jatkeen kanssa.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201782,,shopify,10000,deny,manual,259.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-153/964731ee2253063028d7a7e4bc8856ab__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Säädettävä tuulilasi | Korkea–ultrakorkea | 860201782 | Radien & Radien-X,Säädettävä tuulilasi | Korkea–ultrakorkea | 860201782 | Radien & Radien-X,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-153/964731ee2253063028d7a7e4bc8856ab__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Säädettävän Tmotion-rajoitinremmin vaihto-osasarja,Säädettävän Tmotion-rajoitinremmin vaihto-osasarja,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<ul>
<li><strong>Sopivuus: REV-XM</strong></li>
</ul>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201426,,shopify,10000,deny,manual,39.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-273/b30b0e839c12d2a16736dde9258cfcae__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0.webp,1,,FALSE,Säädettävän Tmotion-rajoitinremmin vaihto-osasarja,Säädettävän Tmotion-rajoitinremmin vaihto-osasarja,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-273/b30b0e839c12d2a16736dde9258cfcae__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Säädettävät jalkatuet,Säädettävät jalkatuet,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p><br/>Säädettävissä 7,6 cm taaksepäin ja 3,8 cm ylöspäin.<br/>Muottivalettu alumiiniosa. Antaa mahdollisuuden sovittaa varvasasento sopivaksi erilaisiin ajotyyleihin. Taittuva rakenne helpottaa käsiksipääsyä astinlautaan. Säädettävissä 7,6 cm taaksepäin ja 3,8 cm ylöspäin. Säädöt eteen/taakse ja ylös/alas.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201717,,shopify,10000,deny,manual,249.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146369/b6ac4c7e19fc6bb2d2333b5092dac62f__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Säädettävät jalkatuet,Säädettävät jalkatuet,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/147/SilverShop_Page_Product-146369/b6ac4c7e19fc6bb2d2333b5092dac62f__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"SäädettäväTuulilasi, matala-keskikorkea","SäädettäväTuulilasi, matala-keskikorkea","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Voit säätää tuulilasin korkeutta nopeasti ja helposti vivulla. Yhteensopiva hansikaslokeron jatkeen (860201523) kanssa. Ei sisällä sivuilmanohjaimia ja tuulilasin tukea. Säätöalue 35,6–43,2 cm.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201820,,shopify,10000,deny,manual,204.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-154/5741496acdad55707f9995ef488cecc4__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"SäädettäväTuulilasi, matala-keskikorkea","SäädettäväTuulilasi, matala-keskikorkea",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-154/5741496acdad55707f9995ef488cecc4__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Taivutetut A-alatukivarret,Taivutetut A-alatukivarret,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Suurempi maavara helpottaa syvässä lumessa ajamista. Vähentävät lumen alla piilossa olevien kohteiden aiheuttamia vaurioita. 996 mm.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202345,,shopify,10000,deny,manual,424.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-858/233ab4ed43f1909e12f82466381309a2__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Taivutetut A-alatukivarret,Taivutetut A-alatukivarret,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-858/233ab4ed43f1909e12f82466381309a2__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Taivutetut A-alatukivarret | 860201679,Taivutetut A-alatukivarret | 860201679,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>860201679<br/>Suunniteltu entistä tehokkaammiksi. Suurempi maavara helpottaa syvässä lumessa ajamista.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860201679,,shopify,10000,deny,manual,424.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-275/e09e2ad39c4aafd6e9a9b50eb480686b__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Taivutetut A-alatukivarret | 860201679,Taivutetut A-alatukivarret | 860201679,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-275/e09e2ad39c4aafd6e9a9b50eb480686b__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Takaiskunvaimentimet-1,5 Zero(keskellä) / 1,5 Zero(takana)","Takaiskunvaimentimet-1,5 Zero(keskellä) / 1,5 Zero(takana)","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p><span style=""font-weight: 400;"">SÄÄDÖT:</span></p>
<ul class=""mce-bullist"">
<li><span style=""font-weight: 400;""> Jousen esijännitys (telaston etuiskunvaimentimessa).</span></li>
</ul>
<p><span style=""font-weight: 400;"">OMINAISUUDET:</span></p>
<ul class=""mce-bullist"">
<li><span style=""font-weight: 400;""> Kashima-pinnoite.</span></li>
<li><span style=""font-weight: 400;""> FOX Ice Scraper Technology (FIST). • 1,5-tuumainen sylinterin</span></li>
</ul>
<p><span style=""font-weight: 400;"">halkaisija 6061-T6-alumiinia.</span></p>
<ul class=""mce-bullist"">
<li><span style=""font-weight: 400;""> Edistyneet ilmanpainetoimiset iskunvaimennusominaisuudet.</span></li>
<li><span style=""font-weight: 400;""> Purettavat ja säädettävät.</span></li>
<li><span style=""font-weight: 400;""> Erikoiskestävä pohjaanlyöntikumi. • 0,5-tuumainen kovakromattu Männänvarsi.</span></li>
<li><span style=""font-weight: 400;""> REV Gen4 Summit ja Freeride tMotion-telastolla</span></li>
<li><span style=""font-weight: 400;""> 146""/154""/165""</span></li>
</ul>
<p><br/><br/></p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202051,,shopify,10000,deny,manual,778.30,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-276/860202051-900x900_PadWzYwMCw2MDAsIkZGRkZGRiIsMF0__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Takaiskunvaimentimet-1,5 Zero(keskellä) / 1,5 Zero(takana)","Takaiskunvaimentimet-1,5 Zero(keskellä) / 1,5 Zero(takana)",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-276/860202051-900x900_PadWzYwMCw2MDAsIkZGRkZGRiIsMF0__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
"Takalaatikko, 180 L - 69 Ranger Alpine -mallille","Takalaatikko, 180 L - 69 Ranger Alpine -mallille","<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<div class=""product attribute overview"">
<div class=""value"">
<p>69 Ranger Alpine -mallille</p>
</div>
</div>
<div class=""product attribute description"">
<div class=""value"">
<p>Suuri, takatavaratelineelle asennettava tavaralaatikko.</p>
</div>
</div>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202080,,shopify,10000,deny,manual,709.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-242/465c44c8884247632e6035f7f80fe3b1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,"Takalaatikko, 180 L - 69 Ranger Alpine -mallille","Takalaatikko, 180 L - 69 Ranger Alpine -mallille",Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-242/465c44c8884247632e6035f7f80fe3b1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Takapohjapanssari,Takapohjapanssari,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Pohjan lisäsuoja. Suojaa jarruja ja vaihdelaatikon iskuilta. Sopii malleille, joissa on extreme-pohjapanssari ja pitkä ketjukotelo. Sopii malleille, joissa on pohjapanssari ja lyhyt ketjukotelo.</p>
<p>Sopivuus: Radien runko</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202303,,shopify,10000,deny,manual,139.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-356/743b758946b87837a13b07fb1f8df9eb__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Takapohjapanssari,Takapohjapanssari,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-356/743b758946b87837a13b07fb1f8df9eb__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Takapohjapanssari | Radien | 860202067,Takapohjapanssari | Radien | 860202067,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Suojaa jarruja ja vaihdelaatikon iskuilta. Sopii malleille jossa pohjapanssari ja pitkäketjukotelo.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202067,,shopify,10000,deny,manual,139.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-358/860202067__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Takapohjapanssari | Radien | 860202067,Takapohjapanssari | Radien | 860202067,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-358/860202067__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Takapuskuri 3700 Radien²,Takapuskuri 3700 Radien²,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Anna kelkallesi hetkessä uusi ilme helposti asennettavalla puskurilla.</p>
<ul class=""pfit-table-brand-items"">
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder RE 3700 850 E-TEC</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
<li class=""pfit-table-brand-item"">
<div class=""spacer pfit-table-cell""></div>
<div class=""model-name-container pfit-table-cell"">Shredder RE 3700 850 E-TEC Turbo R</div>
<div class=""model-year-container pfit-table-cell""><span class=""model-year""> 2023 </span></div>
</li>
</ul>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202630,,shopify,10000,deny,manual,94.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-644/1dd0914525d30b2b24fe5235d343b7bf__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Takapuskuri 3700 Radien²,Takapuskuri 3700 Radien²,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-644/1dd0914525d30b2b24fe5235d343b7bf__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Takapuskuri vetokoukkua varten lyhyeen tunneliin,Takapuskuri vetokoukkua varten lyhyeen tunneliin,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Tarvitaan vetokoukun käyttöön ja hinaukseen. Helppo kiinnitys ilman leikkauksia. Vahvistaa myös tunnelia. Yhteensopiva LinQ-lumilauta-/suksitelineen (860201255) kanssa.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202647,,shopify,10000,deny,manual,94.90,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-655/fbe5942da02cd3f67ee916241408291c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Takapuskuri vetokoukkua varten lyhyeen tunneliin,Takapuskuri vetokoukkua varten lyhyeen tunneliin,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-655/fbe5942da02cd3f67ee916241408291c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
Takapuskuri vetokoukkua varten lyhyeen tunneliin,Takapuskuri vetokoukkua varten lyhyeen tunneliin,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Tarvitaan vetokoukun käyttöön ja hinaukseen. Helppo kiinnitys ilman leikkauksia. Vahvistaa myös tunnelia. Yhteensopiva LinQ-lumilauta-/suksitelineen (860201255) kanssa.</p>
</div>",,,,Moottorikelkan lisävaruste Ale,TRUE,,,,,,,860202646,,shopify,10000,deny,manual,140.68,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-656/f6aa82369d3effa566fc0f4c4ae70e58__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Takapuskuri vetokoukkua varten lyhyeen tunneliin,Takapuskuri vetokoukkua varten lyhyeen tunneliin,Moottorikelkan lisävaruste Ale,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/1/SilverShop_Page_Product-656/f6aa82369d3effa566fc0f4c4ae70e58__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Moottorikelkan lisävaruste Ale,Moottorikelkan lisävaruste Ale
